repo,tier,pr_number,title,author,merged_at,additions,deletions,lines_changed,size_bucket,files_count,specd,spec_source,classification,ci_status,review_modified,escaped,review_cycles,time_to_merge_hours,approval_mechanism,workflow_type,reworked,rework_type,q_overall,q_outcome_clarity,q_error_states,q_scope_boundaries,q_acceptance_criteria,q_data_contracts,q_dependency_context,q_behavioral_specificity,q_change_type,q_spec_length_signal,strict_escaped,f_is_bot_author,f_ai_tagged,f_typos,f_casual,f_questions,f_fp_experience,f_fp_action,f_human_mentions,f_history,f_people_context,f_external_context,f_incidents,f_has_org_context,f_negations,f_causal_chains,f_specific_edges,f_generic_edges,f_edge_ratio,f_tradeoffs,f_domain_grounding,f_templates,f_slop,f_empty_sections,f_issue_refs,f_any_issue_refs,f_body_len,f_word_count,f_sent_len_mean,f_sent_len_std,f_type_token_ratio,f_avg_word_len,f_human_signals,f_org_context_signals,f_reasoning_signals,f_anti_signals,f_perplexity,formality_lived_experience,formality_organizational_memory,formality_uncertainty,formality_negative_scope,formality_causal_reasoning,formality_genuine_edge_cases,formality_template_filler,formality_overall,formality_classification,fev_lived_experience,fev_organizational_memory,fev_uncertainty,fev_causal_reasoning,ai_probability,szz_bug_introducing,szz_fix_count
liam-hq/liam,AI,4001,Update VRT snapshot for top page,MH4GF,2025-11-11T02:05:39+00:00,0,0,0,small,1,False,,machine_catch,clean_pass,False,False,0,0.2,label_based,minimal-review,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,1.0,0.0,2.0,885.0,135.0,22.5,7.1,0.585,4.8,0.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,0.5662,False,0
liam-hq/liam,AI,3999,Version Packages,liam-changeset-ci-trigger,2025-11-12T07:27:25+00:00,16,8,24,small,5,False,,machine_catch,clean_pass,False,False,0,51.8,no_review,minimal-review,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1163.0,153.0,25.5,11.8,0.405,4.8,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6183,False,0
liam-hq/liam,AI,3998,Update API maxDuration from 800 to 300,devin-ai-integration,2025-11-10T02:48:56+00:00,2,2,4,small,2,False,,machine_catch,clean_pass,False,False,0,0.2,label_based,minimal-review,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1260.0,164.0,16.2,7.2,0.581,5.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2709,False,0
liam-hq/liam,AI,3997,Change Renovate execution frequency to monthly,devin-ai-integration,2025-11-10T02:04:19+00:00,2,2,0,,1,False,,,,False,False,0,0.0,rubber_stamp,minimal-review,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1257.0,196.0,49.0,56.7,0.686,5.3,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.26,False,0
liam-hq/liam,AI,3996,Disable automatic license report generation cron schedule,devin-ai-integration,2025-11-10T02:01:58+00:00,2,2,4,small,1,False,,human_save,failed,True,False,0,0.1,rubber_stamp,minimal-review,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1344.0,186.0,37.2,36.7,0.702,5.6,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,0.2348,False,0
liam-hq/liam,AI,3995,[2025/11/10] License Report Update,liam-license-ci-trigger,2025-11-10T01:50:54+00:00,25,25,50,small,1,False,,machine_catch,failed,False,False,0,1.6,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,8.0,8.0,0.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1776,False,0
liam-hq/liam,AI,3994,chore(deps): update node.js to v22.21.0,renovate,2025-11-10T01:51:44+00:00,1,1,0,,1,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,22168.0,1331.0,190.0,437.7,0.203,5.3,0.0,5.0,2.0,0.0,0.0,,,,,,,,,,,,,,0.9993,False,0
liam-hq/liam,AI,3991,chore(deps): update dependency @rollup/plugin-typescript to v12.3.0,renovate,2025-11-10T01:57:45+00:00,6,6,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2169.0,164.0,23.3,29.9,0.483,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7549,False,0
liam-hq/liam,AI,3990,fix(deps): update dependency @modelcontextprotocol/sdk to v1.20.2,renovate,2025-11-08T06:06:16+00:00,6,6,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2504.0,169.0,28.0,36.4,0.442,6.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.899,False,0
liam-hq/liam,AI,3988,✨ feat(erd-core): Add Export dropdown to copy PostgreSQL DDL and YAML from the ERD,tnyo43,2025-11-10T03:36:09+00:00,255,5,260,medium,8,False,,human_save,failed,True,False,0,49.0,comment_approve,minimal-review,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.0,178.0,25.4,17.7,0.538,5.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5641,False,0
liam-hq/liam,AI,3987,chore(deps): update tailwindcss monorepo to v4.1.16,renovate,2025-11-08T02:34:12+00:00,216,209,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,18.0,4639.0,301.0,50.0,85.2,0.365,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9265,False,0
liam-hq/liam,AI,3986,chore(deps): update storybook monorepo to v9.1.15,renovate,2025-11-08T02:19:39+00:00,89,89,0,,5,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4093.0,187.0,23.2,24.9,0.252,5.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9531,False,0
liam-hq/liam,AI,3985,chore(deps): update dependency msw to v2.11.6,renovate,2025-11-08T01:59:35+00:00,88,88,0,,4,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1825.0,144.0,23.8,27.3,0.47,5.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6883,False,0
liam-hq/liam,AI,3984,chore(deps): update dependency @rollup/plugin-commonjs to v28.0.9,renovate,2025-11-08T01:58:19+00:00,8,8,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1835.0,140.0,23.2,25.9,0.512,5.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6934,False,0
liam-hq/liam,AI,3983,refactor: replace custom pgTAP extension with native PGlite package,MH4GF,2025-11-05T06:55:46+00:00,13,228,241,medium,10,False,,human_save,clean_pass,True,False,0,1.1,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1737.0,203.0,25.4,32.5,0.511,5.7,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.9458,False,0
liam-hq/liam,AI,3976,fix: update Storybook build inputs to include component and style files,devin-ai-integration,2025-11-05T01:05:12+00:00,1,1,2,small,1,True,https://github.com/route06/liam-internal/issues/6004,human_save,clean_pass,True,False,0,19.0,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1684.0,228.0,16.2,8.6,0.537,5.1,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.3137,False,0
liam-hq/liam,AI,3975,Remove 116 undefined CSS custom property references,devin-ai-integration,2025-11-07T02:17:55+00:00,33,138,171,medium,30,True,https://github.com/route06/liam-internal/issues/5967,human_save,clean_pass,True,False,1,68.3,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2612.0,265.0,24.1,12.1,0.606,5.5,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6698,False,0
liam-hq/liam,AI,3974,refactor: use `--diff-*` CSS variables in ER diagram diff display,devin-ai-integration,2025-11-04T06:17:18+00:00,6,6,12,small,2,False,,human_save,clean_pass,True,False,0,0.5,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2147.0,245.0,40.8,30.4,0.517,5.6,0.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.8598,False,0
liam-hq/liam,AI,3972,[2025/11/03] License Report Update,liam-license-ci-trigger,2025-11-05T05:42:08+00:00,536,117,653,large,1,False,,human_save,clean_pass,True,False,0,53.5,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,8.0,8.0,0.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1776,False,0
liam-hq/liam,AI,3971,💄 style(ui): fix scrollbar style declarations to apply `-webkit-scrollbar` pseud classes to Safari,tnyo43,2025-11-04T00:53:53+00:00,30,18,48,small,2,False,,human_save,clean_pass,True,False,0,45.8,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,149.0,29.8,27.4,0.516,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6525,False,0
liam-hq/liam,AI,3968,💄 style(command palette): fix CommandPalette empty message style,tnyo43,2025-11-04T00:51:16+00:00,7,1,8,small,2,False,,human_save,clean_pass,True,False,0,47.7,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,127.0,31.8,29.2,0.528,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6443,False,0
liam-hq/liam,AI,3966,fix(deps): update dependency @modelcontextprotocol/sdk to v1.20.1,renovate,2025-11-01T22:28:35+00:00,6,6,0,,2,False,,,,False,False,0,0.0,no_review,mixed,True,implementation,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3097.0,205.0,34.0,49.7,0.391,6.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9195,False,0
liam-hq/liam,AI,3965,fix(deps): update dependency @lezer/highlight to v1.2.2,renovate,2025-11-04T02:27:33+00:00,8,8,0,,2,False,,,,False,False,0,0.0,approve_only,mixed,True,implementation,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1810.0,161.0,20.0,17.9,0.557,5.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5487,False,0
liam-hq/liam,AI,3963,fix(deps): update dependency @electric-sql/pglite to v0.3.11,renovate,2025-11-04T06:34:53+00:00,9,9,0,,3,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2069.0,157.0,22.3,27.5,0.481,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7152,False,0
liam-hq/liam,AI,3962,fix(deps): update dependency @codemirror/view to v6.38.6,renovate,2025-11-04T02:42:37+00:00,12,12,0,,2,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1772.0,156.0,19.4,16.5,0.55,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5829,False,0
liam-hq/liam,AI,3961,chore(deps): update storybook monorepo to v9.1.13,renovate,2025-11-01T09:15:13+00:00,90,90,0,,5,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10663.0,502.0,16.7,14.4,0.126,6.2,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9493,False,0
liam-hq/liam,AI,3960,chore(deps): update pnpm to v10.18.3,renovate,2025-11-04T01:41:52+00:00,1,1,0,,1,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3273.0,298.0,17.5,13.5,0.48,5.2,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9846,False,0
liam-hq/liam,AI,3959,chore(deps): update dev-tools,renovate,2025-11-01T09:30:20+00:00,693,694,0,,21,False,,,,False,False,0,0.0,no_review,mixed,True,alignment,,,,,,,,,,,False,False,True,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,74.0,23773.0,1270.0,28.2,34.4,0.192,5.5,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.974,False,0
liam-hq/liam,AI,3958,chore(deps): update dependency rollup to v4.52.5,renovate,2025-11-01T09:05:34+00:00,251,32,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3512.0,223.0,37.0,56.3,0.342,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9118,False,0
liam-hq/liam,AI,3957,chore(deps): update dependency esbuild to v0.25.11,renovate,2025-11-04T02:39:52+00:00,171,170,0,,3,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3310.0,326.0,27.1,28.5,0.48,5.1,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.5465,False,0
liam-hq/liam,AI,3956,chore(deps): update dependency @rollup/plugin-node-resolve to v16.0.3,renovate,2025-11-01T04:15:49+00:00,6,6,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1902.0,145.0,24.0,27.7,0.502,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.689,False,0
liam-hq/liam,AI,3955,chore(deps): update dependency @rollup/plugin-commonjs to v28.0.8,renovate,2025-11-01T03:58:03+00:00,6,6,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2120.0,155.0,25.7,31.3,0.481,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7633,False,0
liam-hq/liam,AI,3953,🚸 Improve ProjectHeader tab navigation user experience,junkisai,2025-11-04T00:50:59+00:00,217,159,376,medium,8,False,,human_save,clean_pass,True,False,1,86.4,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,187.0,20.8,24.3,0.563,5.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6652,False,0
liam-hq/liam,AI,3952,♻️ Refactor: Rename WatchSchemaForm to SetSchemaForm,junkisai,2025-10-31T05:53:46+00:00,6,6,12,small,5,False,,human_save,clean_pass,True,False,0,0.6,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1163.0,159.0,19.9,21.7,0.68,5.9,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.4084,False,0
liam-hq/liam,AI,3951,💄 Fix text overflow in RepositoryItem component,junkisai,2025-10-31T05:53:30+00:00,11,0,11,small,2,False,,human_save,clean_pass,True,False,0,3.2,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,213.0,30.4,44.8,0.593,5.5,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,0.6461,False,0
liam-hq/liam,AI,3948,✨ Add schema file path configuration to project creation flow,junkisai,2025-10-31T02:47:07+00:00,698,146,844,large,18,True,https://github.com/route06/liam-internal/issues/5850,human_save,clean_pass,True,False,1,14.9,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2997.0,398.0,39.8,46.5,0.564,6.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,0.6573,False,0
