repo,pr_number,review_questions,review_genuine_questions,review_hedging_count,review_challenge_count,review_total_length,review_unique_reviewers,review_rounds,has_review_attention
Aider-AI/aider,4193,0,0,0,0,0,0,0,False
Aider-AI/aider,4199,0,0,0,0,0,0,0,False
Aider-AI/aider,4210,0,0,0,0,0,0,0,False
Aider-AI/aider,4228,0,0,0,0,0,0,0,False
Aider-AI/aider,4236,0,0,0,0,0,0,0,False
Aider-AI/aider,4242,0,0,0,0,11,1,1,False
Aider-AI/aider,4254,0,0,0,0,0,1,1,False
Aider-AI/aider,4257,0,0,0,0,0,0,0,False
Aider-AI/aider,4260,0,0,0,0,0,0,0,False
Aider-AI/aider,4264,0,0,0,0,0,0,0,False
Aider-AI/aider,4268,0,0,0,0,0,0,0,False
Aider-AI/aider,4269,0,0,0,0,0,0,0,False
Aider-AI/aider,4271,0,0,0,0,0,0,0,False
Aider-AI/aider,4300,0,0,0,0,0,0,0,False
Aider-AI/aider,4307,0,0,0,0,0,0,0,False
Aider-AI/aider,4321,0,0,0,0,0,0,0,False
Aider-AI/aider,4324,0,0,0,0,0,0,0,False
Aider-AI/aider,4342,0,0,0,0,0,0,0,False
Aider-AI/aider,4410,0,0,0,0,0,0,0,False
Aider-AI/aider,4412,0,0,0,0,0,0,0,False
Aider-AI/aider,4475,0,0,0,0,0,0,0,False
Aider-AI/aider,4493,0,0,0,0,0,0,0,False
Aider-AI/aider,4534,0,0,0,0,0,0,0,False
Aider-AI/aider,4541,0,0,0,0,0,0,0,False
Aider-AI/aider,4544,0,0,0,0,0,0,0,False
Aider-AI/aider,4547,0,0,0,0,0,0,0,False
Aider-AI/aider,4551,0,0,0,0,0,1,1,False
Aider-AI/aider,4552,0,0,0,0,0,1,1,False
Aider-AI/aider,4557,0,0,0,0,0,0,0,False
Aider-AI/aider,4620,0,0,0,0,0,0,0,False
Aider-AI/aider,4621,0,0,0,0,0,0,0,False
Aider-AI/aider,4656,0,0,0,0,0,0,0,False
Aider-AI/aider,4674,0,0,0,0,0,0,0,False
Aider-AI/aider,4682,0,0,0,0,0,0,0,False
Aider-AI/aider,4698,0,0,0,0,0,0,0,False
Aider-AI/aider,4748,0,0,0,0,0,0,0,False
Aider-AI/aider,4772,0,0,0,0,0,0,0,False
Aider-AI/aider,4830,0,0,0,0,0,0,0,False
Aider-AI/aider,4838,0,0,0,0,0,0,0,False
Aider-AI/aider,4899,0,0,0,0,0,0,0,False
Aider-AI/aider,4935,0,0,0,0,0,0,0,False
BerriAI/litellm,24274,0,0,0,0,0,1,1,False
BerriAI/litellm,24282,0,0,0,0,0,1,1,False
BerriAI/litellm,24286,0,0,0,0,0,0,0,False
BerriAI/litellm,24288,0,0,0,0,0,2,1,False
BerriAI/litellm,24289,0,0,0,0,0,1,1,False
BerriAI/litellm,24297,0,0,0,0,0,0,0,False
BerriAI/litellm,24299,0,0,0,0,0,2,1,False
BerriAI/litellm,24302,0,0,0,0,0,1,1,False
BerriAI/litellm,24303,0,0,0,0,0,2,1,False
BerriAI/litellm,24305,0,0,0,0,0,2,1,False
BerriAI/litellm,24312,0,0,0,0,0,1,1,False
BerriAI/litellm,24315,0,0,0,0,0,0,0,False
BerriAI/litellm,24318,0,0,0,0,0,0,0,False
BerriAI/litellm,24321,0,0,0,0,0,1,2,False
BerriAI/litellm,24323,0,0,0,0,0,2,1,False
BerriAI/litellm,24334,0,0,0,0,0,0,0,False
BerriAI/litellm,24335,0,0,0,0,0,1,2,False
BerriAI/litellm,24337,0,0,0,0,0,1,1,False
BerriAI/litellm,24338,0,0,0,0,0,1,1,False
BerriAI/litellm,24341,0,0,0,0,0,1,1,False
BerriAI/litellm,24342,0,0,0,0,0,0,0,False
BerriAI/litellm,24354,0,0,0,0,0,1,1,False
BerriAI/litellm,24355,0,0,0,0,0,1,1,False
BerriAI/litellm,24363,0,0,0,0,0,0,0,False
BerriAI/litellm,24368,0,0,0,0,0,0,0,False
BerriAI/litellm,24370,0,0,0,0,0,0,0,False
BerriAI/litellm,24371,0,0,0,0,0,1,1,False
BerriAI/litellm,24372,0,0,0,0,0,1,1,False
BerriAI/litellm,24373,0,0,0,0,0,1,1,False
BerriAI/litellm,24410,0,0,0,0,0,0,0,False
BerriAI/litellm,24413,0,0,0,0,0,1,1,False
BerriAI/litellm,24415,0,0,0,0,0,1,1,False
BerriAI/litellm,24417,0,0,0,0,0,1,1,False
BerriAI/litellm,24420,0,0,0,0,0,1,1,False
BerriAI/litellm,24422,0,0,0,0,0,1,1,False
BerriAI/litellm,24423,0,0,0,0,0,1,1,False
BerriAI/litellm,24426,0,0,0,0,0,1,1,False
BerriAI/litellm,24430,0,0,0,0,0,1,1,False
BerriAI/litellm,24432,0,0,0,0,0,2,1,False
BerriAI/litellm,24434,0,0,0,0,0,2,1,False
BerriAI/litellm,24449,0,0,0,0,0,1,1,False
BerriAI/litellm,24460,0,0,0,0,0,1,1,False
BerriAI/litellm,24468,0,0,0,0,0,3,2,False
BerriAI/litellm,24470,0,0,0,0,0,1,1,False
BerriAI/litellm,24471,0,0,0,0,0,1,1,False
BerriAI/litellm,24472,0,0,0,0,0,1,1,False
BerriAI/litellm,24475,0,0,0,0,0,0,0,False
BerriAI/litellm,24480,0,0,0,0,0,1,1,False
BerriAI/litellm,24485,0,0,0,0,0,1,1,False
BerriAI/litellm,24486,0,0,0,0,0,1,1,False
BerriAI/litellm,24490,0,0,0,0,0,2,2,False
BerriAI/litellm,24495,0,0,0,0,0,0,0,False
BerriAI/litellm,24499,0,0,0,0,0,1,1,False
BerriAI/litellm,24525,0,0,0,0,0,2,2,False
BerriAI/litellm,24537,0,0,0,0,0,1,1,False
BerriAI/litellm,24540,0,0,0,0,0,1,1,False
BerriAI/litellm,24541,0,0,0,0,0,0,0,False
BerriAI/litellm,24584,0,0,0,0,0,1,1,False
BerriAI/litellm,24587,0,0,0,0,0,0,0,False
BerriAI/litellm,24594,0,0,0,0,0,2,1,False
BerriAI/litellm,24603,0,0,0,0,0,2,2,False
BerriAI/litellm,24607,0,0,0,0,0,2,1,False
BerriAI/litellm,24610,0,0,0,0,0,3,2,False
BerriAI/litellm,24611,0,0,0,0,0,2,1,False
BerriAI/litellm,24624,0,0,0,0,0,2,2,False
BerriAI/litellm,24632,0,0,0,0,0,1,1,False
BerriAI/litellm,24633,0,0,0,0,0,1,1,False
BerriAI/litellm,24649,0,0,0,0,0,1,1,False
BerriAI/litellm,24654,0,0,0,0,0,2,1,False
BerriAI/litellm,24661,0,0,0,0,0,2,1,False
BerriAI/litellm,24662,0,0,0,0,0,2,1,False
BerriAI/litellm,24663,0,0,0,0,0,1,1,False
BerriAI/litellm,24665,0,0,0,0,0,2,1,False
BerriAI/litellm,24682,0,0,0,0,0,4,1,False
BerriAI/litellm,24687,0,0,0,0,0,2,1,False
BerriAI/litellm,24688,0,0,0,0,0,3,1,False
BerriAI/litellm,24689,0,0,0,0,0,2,1,False
BerriAI/litellm,24690,0,0,0,0,0,2,1,False
BerriAI/litellm,24691,0,0,0,0,0,3,1,False
BerriAI/litellm,24692,0,0,0,0,0,1,1,False
BerriAI/litellm,24696,0,0,0,0,0,1,1,False
BerriAI/litellm,24697,0,0,0,0,0,2,1,False
BerriAI/litellm,24701,0,0,0,0,0,1,1,False
BerriAI/litellm,24705,0,0,0,0,0,3,2,False
BerriAI/litellm,24706,0,0,0,0,0,0,0,False
BerriAI/litellm,24708,0,0,0,0,0,1,1,False
BerriAI/litellm,24711,0,0,0,0,0,1,1,False
BerriAI/litellm,24717,0,0,0,0,0,1,1,False
BerriAI/litellm,24718,0,0,0,0,0,3,1,False
BerriAI/litellm,24740,0,0,0,0,0,2,1,False
BerriAI/litellm,24741,0,0,0,0,0,1,1,False
BerriAI/litellm,24742,0,0,0,0,0,2,1,False
BerriAI/litellm,24743,0,0,0,0,0,0,0,False
BerriAI/litellm,24745,0,0,0,0,0,0,0,False
BerriAI/litellm,24746,0,0,0,0,0,1,1,False
BerriAI/litellm,24747,0,0,0,0,0,1,1,False
BerriAI/litellm,24750,0,0,0,0,0,0,0,False
BerriAI/litellm,24754,0,0,0,0,0,1,1,False
BerriAI/litellm,24755,0,0,0,0,0,1,1,False
BerriAI/litellm,24756,0,0,0,0,0,2,1,False
ClickHouse/ClickHouse,89994,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,93115,0,0,2,0,702,1,3,True
ClickHouse/ClickHouse,93197,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,95110,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,95594,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,96022,0,0,0,0,11,3,3,False
ClickHouse/ClickHouse,96359,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,96713,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,97430,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,98179,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,98238,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,98247,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,98284,0,0,0,0,37,1,1,False
ClickHouse/ClickHouse,98286,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,98299,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,98441,0,0,0,0,3,1,1,False
ClickHouse/ClickHouse,98597,0,0,0,0,72,2,3,False
ClickHouse/ClickHouse,98788,2,0,0,1,1668,4,6,True
ClickHouse/ClickHouse,99131,0,0,0,1,116,4,9,True
ClickHouse/ClickHouse,99164,0,0,0,0,4,2,3,False
ClickHouse/ClickHouse,99219,1,0,0,1,426,5,3,True
ClickHouse/ClickHouse,99741,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,99879,0,0,0,0,0,3,6,False
ClickHouse/ClickHouse,100064,0,0,0,0,0,3,6,False
ClickHouse/ClickHouse,100455,0,0,0,0,0,3,1,False
ClickHouse/ClickHouse,100582,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,100794,0,0,0,0,0,2,2,False
ClickHouse/ClickHouse,100796,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,100798,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,100839,0,0,0,0,0,3,1,False
ClickHouse/ClickHouse,100902,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,100912,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,100951,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,100968,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,100970,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,100977,0,0,0,0,22,2,2,False
ClickHouse/ClickHouse,100982,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,100984,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,101015,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101042,0,0,0,0,43,1,1,False
ClickHouse/ClickHouse,101057,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,101112,0,0,0,0,0,2,2,False
ClickHouse/ClickHouse,101115,0,0,0,0,0,2,2,False
ClickHouse/ClickHouse,101117,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101127,0,0,0,0,0,2,1,False
ClickHouse/ClickHouse,101142,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,101147,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,101160,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,101164,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101166,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101168,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101175,0,0,0,0,0,1,1,False
ClickHouse/ClickHouse,101180,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101182,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101184,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101185,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101186,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101195,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101197,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101215,1,0,0,0,4,3,1,False
ClickHouse/ClickHouse,101222,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101223,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101234,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101236,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101245,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101247,0,0,0,0,0,0,0,False
ClickHouse/ClickHouse,101249,0,0,0,0,0,0,0,False
Lightning-AI/pytorch-lightning,21258,0,0,0,0,0,5,4,False
Lightning-AI/pytorch-lightning,21300,0,0,0,0,0,5,6,False
Lightning-AI/pytorch-lightning,21321,0,0,0,0,0,2,4,False
Lightning-AI/pytorch-lightning,21361,0,0,0,0,0,1,3,False
Lightning-AI/pytorch-lightning,21370,0,0,0,0,0,2,1,False
Lightning-AI/pytorch-lightning,21378,0,0,0,0,0,3,3,False
Lightning-AI/pytorch-lightning,21379,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21380,1,1,0,0,93,3,2,True
Lightning-AI/pytorch-lightning,21384,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21388,0,0,0,0,0,2,1,False
Lightning-AI/pytorch-lightning,21392,0,0,0,0,0,3,3,False
Lightning-AI/pytorch-lightning,21395,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21396,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21397,2,0,0,0,116,3,2,False
Lightning-AI/pytorch-lightning,21398,0,0,0,0,0,3,3,False
Lightning-AI/pytorch-lightning,21399,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21402,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21413,0,0,0,0,0,2,1,False
Lightning-AI/pytorch-lightning,21415,0,0,0,0,0,3,2,False
Lightning-AI/pytorch-lightning,21417,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21420,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21423,0,0,0,0,0,3,3,False
Lightning-AI/pytorch-lightning,21427,0,0,0,0,0,3,3,False
Lightning-AI/pytorch-lightning,21430,0,0,0,0,79,3,1,False
Lightning-AI/pytorch-lightning,21467,1,1,0,0,25,4,4,True
Lightning-AI/pytorch-lightning,21494,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21495,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21496,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21497,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21501,0,0,0,0,0,3,3,False
Lightning-AI/pytorch-lightning,21508,0,0,0,0,0,4,5,False
Lightning-AI/pytorch-lightning,21509,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21510,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21522,0,0,0,0,221,5,7,False
Lightning-AI/pytorch-lightning,21538,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21540,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21541,0,0,0,0,0,4,4,False
Lightning-AI/pytorch-lightning,21545,0,0,0,0,0,2,2,False
Lightning-AI/pytorch-lightning,21558,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21559,0,0,0,0,0,2,2,False
Lightning-AI/pytorch-lightning,21560,0,0,0,0,0,2,3,False
Lightning-AI/pytorch-lightning,21562,0,0,0,0,0,2,1,False
Lightning-AI/pytorch-lightning,21563,0,0,0,0,0,2,1,False
Lightning-AI/pytorch-lightning,21565,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21570,1,0,0,0,56,2,1,False
Lightning-AI/pytorch-lightning,21571,0,0,0,0,0,3,2,False
Lightning-AI/pytorch-lightning,21572,0,0,0,0,0,4,2,False
Lightning-AI/pytorch-lightning,21575,0,0,0,0,6,1,1,False
Lightning-AI/pytorch-lightning,21581,0,0,0,0,0,2,2,False
Lightning-AI/pytorch-lightning,21586,0,0,0,0,0,3,1,False
Lightning-AI/pytorch-lightning,21587,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21591,0,0,0,0,0,2,1,False
Lightning-AI/pytorch-lightning,21592,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21595,0,0,0,0,0,2,2,False
Lightning-AI/pytorch-lightning,21597,0,0,0,0,0,1,1,False
Lightning-AI/pytorch-lightning,21598,0,0,0,0,0,4,2,False
Lightning-AI/pytorch-lightning,21599,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21600,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21602,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21603,0,0,0,0,0,3,2,False
Lightning-AI/pytorch-lightning,21604,0,0,0,0,0,3,2,False
Lightning-AI/pytorch-lightning,21607,0,0,0,0,0,4,3,False
Lightning-AI/pytorch-lightning,21621,0,0,0,0,0,2,1,False
Mintplex-Labs/anything-llm,2632,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3271,0,0,0,0,75,3,3,False
Mintplex-Labs/anything-llm,3361,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3496,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3714,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3746,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3747,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3752,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3756,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3758,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3759,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3760,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3767,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3768,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3769,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3770,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3773,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3775,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3776,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3778,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3780,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3784,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3786,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3787,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3788,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3792,0,0,0,0,7,1,1,False
Mintplex-Labs/anything-llm,3795,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3796,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3798,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3802,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3803,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3816,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3817,0,0,0,0,128,1,1,False
Mintplex-Labs/anything-llm,3818,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3826,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3827,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3828,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3829,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3832,0,0,0,0,4,1,1,False
Mintplex-Labs/anything-llm,3833,0,0,0,0,4,1,1,False
Mintplex-Labs/anything-llm,3835,0,0,0,0,77,1,1,False
Mintplex-Labs/anything-llm,3837,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3838,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3843,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3852,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3853,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3863,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3865,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3867,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3873,0,0,0,0,135,1,1,False
Mintplex-Labs/anything-llm,3878,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3879,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3881,0,0,0,0,70,1,1,False
Mintplex-Labs/anything-llm,3890,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3892,0,0,1,0,716,1,1,True
Mintplex-Labs/anything-llm,3893,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3896,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3897,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3899,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3900,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3905,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3909,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3923,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3925,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3930,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3937,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3948,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3954,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3959,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3967,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3969,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3971,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3976,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3979,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3984,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3986,0,0,0,0,0,1,1,False
Mintplex-Labs/anything-llm,3987,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,3993,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4001,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4003,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4005,0,0,1,0,27,1,1,True
Mintplex-Labs/anything-llm,4009,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4015,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4019,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4029,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4036,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4044,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4067,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4074,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4076,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4078,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4079,1,0,0,0,387,1,1,False
Mintplex-Labs/anything-llm,4084,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4086,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4091,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4096,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4097,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4100,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4101,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4106,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4109,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4110,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4114,0,0,0,0,0,1,1,False
Mintplex-Labs/anything-llm,4120,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4121,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4122,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4123,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4129,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4130,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4134,0,0,0,0,0,1,1,False
Mintplex-Labs/anything-llm,4135,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4137,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4147,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4148,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4150,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4157,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4163,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4171,0,0,0,0,0,0,0,False
Mintplex-Labs/anything-llm,4173,0,0,0,0,0,0,0,False
