repo,tier,pr_number,title,author,merged_at,additions,deletions,lines_changed,size_bucket,files_count,specd,spec_source,classification,ci_status,review_modified,escaped,review_cycles,time_to_merge_hours,approval_mechanism,workflow_type,reworked,rework_type,q_overall,q_outcome_clarity,q_error_states,q_scope_boundaries,q_acceptance_criteria,q_data_contracts,q_dependency_context,q_behavioral_specificity,q_change_type,q_spec_length_signal,strict_escaped,f_is_bot_author,f_ai_tagged,f_typos,f_casual,f_questions,f_fp_experience,f_fp_action,f_human_mentions,f_history,f_people_context,f_external_context,f_incidents,f_has_org_context,f_negations,f_causal_chains,f_specific_edges,f_generic_edges,f_edge_ratio,f_tradeoffs,f_domain_grounding,f_templates,f_slop,f_empty_sections,f_issue_refs,f_any_issue_refs,f_body_len,f_word_count,f_sent_len_mean,f_sent_len_std,f_type_token_ratio,f_avg_word_len,f_human_signals,f_org_context_signals,f_reasoning_signals,f_anti_signals,f_perplexity,formality_lived_experience,formality_organizational_memory,formality_uncertainty,formality_negative_scope,formality_causal_reasoning,formality_genuine_edge_cases,formality_template_filler,formality_overall,formality_classification,fev_lived_experience,fev_organizational_memory,fev_uncertainty,fev_causal_reasoning,ai_probability,szz_bug_introducing,szz_fix_count
juspay/hyperswitch,?,11580, fix(connectors): [paypal] handle optional vault fields in 3DS CIT responses,swangi-kumari,2026-03-27T16:01:28+00:00,5,4,9,small,1,False,,pending,failed,False,False,0,98.1,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11436,feat(payments): extend MIT via card + NTI flows for modular merchants,kashif-m,2026-03-26T13:03:37+00:00,116,51,167,medium,3,False,,pending,failed,False,False,1,498.7,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11624,feat(connector): add MIT category mapping for Checkout.com mandate payments,awasthi21,2026-03-31T07:30:31+00:00,10,23,33,small,5,False,,pending,failed,False,False,1,121.0,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11700,"feat(connector): [SANTANDER] Implement CIT, CIT PSync, MIT & MIT Psync for Pix Automatico",bsayak03,2026-04-02T20:16:59+00:00,4406,286,4692,large,55,False,,pending,failed,False,False,0,0.5,rubber_stamp,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11589,"feat(connector): [SANTANDER] Implement CIT, CIT PSync, MIT & MIT Psync for Pix Automatico",bsayak03,2026-04-02T19:10:20+00:00,2142,183,2325,large,34,False,,pending,failed,False,False,1,227.6,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11689,feat(pm-modular): move behind feature flags,kashif-m,2026-04-02T16:06:02+00:00,414,88,502,large,25,False,,pending,failed,False,False,1,24.4,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11610,feat(authentication): Generate authn values in response for pci merchant using modular auth,sahkal,2026-04-02T13:27:34+00:00,425,142,567,large,9,False,,pending,failed,False,False,1,196.7,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11692,fix(router): Rename payment_session to client_session,AnuthaDev,2026-04-02T13:27:34+00:00,139,115,254,medium,28,False,,pending,failed,False,False,0,4.0,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11696,feat(blocklist): introduce EligibilityPaymentMethodData for blocklist and eligibility checks,ayush22667,2026-04-02T13:15:51+00:00,765,25,790,large,8,False,,pending,failed,False,False,0,1.3,rubber_stamp,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11698,feat(router): Add payment_session_id validation support to SdkAuthorization,AnuthaDev,2026-04-02T13:00:46+00:00,543,4,547,large,29,False,,pending,failed,False,False,0,0.4,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11486,feat(superposition): add superposition seeding script for default configs & dimensions,srujanchikke,2026-03-30T14:08:11+00:00,182,1,183,medium,6,False,,pending,failed,False,False,0,458.8,no_review,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11342,feat(payouts): add payout sync workflow to process tracker,Sakilmostak,2026-03-23T11:51:08+00:00,438,29,467,medium,11,False,,pending,failed,False,False,1,747.4,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11370,feat(router): added superposition api support to fetch sdk configs,sahkal,2026-03-25T15:04:05+00:00,340,23,363,medium,17,False,,pending,failed,False,False,1,702.1,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11394,feat(payments): extend MIT use cases for modular merchants,kashif-m,2026-03-25T15:07:37+00:00,537,100,637,large,73,False,,pending,failed,False,False,1,646.1,cr_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11405,feat(platform): add cypress tests for platform,AnkitKmrGupta,2026-03-23T13:42:23+00:00,1184,50,1234,large,6,False,,pending,failed,False,False,1,510.0,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11453,fix(connector): [trustpay] Trustpay bankpayment,Nithin1506200,2026-03-25T11:05:54+00:00,1,1,2,small,1,False,,pending,failed,False,False,0,389.8,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11461,fix(users): update permission to create custom roles,kanikabansal08,2026-03-24T08:18:29+00:00,3,3,6,small,1,False,,pending,failed,False,False,0,335.6,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11464,feat(payments): extend MIT via network token + NTI flows for modular merchants,kashif-m,2026-03-28T12:50:06+00:00,541,43,584,large,70,False,,pending,failed,False,False,1,435.3,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11476,fix(connector): [ACI] Map Successful Status of Cancel to Voided AttemptStatus,Anurag-05-prog,2026-03-25T09:18:19+00:00,30,19,49,small,1,False,,pending,failed,False,False,0,347.4,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11492,feat(router): add card_discovery dimension to 3ds decision rule engine,akash-c-k,2026-03-25T13:16:01+00:00,77,10,87,small,19,False,,pending,failed,False,False,1,317.7,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11493,feat(payouts): add v2 filter for profile,Sakilmostak,2026-03-24T12:23:00+00:00,57,4,61,small,3,False,,pending,failed,False,False,1,292.0,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11506,ci(cypress): Add stripeconnect test,Gnanasundari24,2026-03-24T14:53:17+00:00,1255,34,1289,large,7,False,,pending,failed,False,False,1,263.9,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11509,feat(platform): platform payment cypress tests,AnkitKmrGupta,2026-03-26T10:22:37+00:00,1685,111,1796,large,9,False,,pending,failed,False,False,0,242.8,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11513,fix(connector): [CALIDA] Diff fix for reference field in payment request,SatwikG20,2026-03-24T07:34:59+00:00,1,1,2,small,1,False,,pending,failed,False,False,0,189.2,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11526,feat(business-profile): add payment_method_blocking configuration,ayush22667,2026-03-23T08:58:07+00:00,289,3,292,medium,34,False,,pending,failed,False,False,1,142.7,cr_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11534,feat(payment-methods): Guest customer support in payments for modular pm,GauravRawat369,2026-03-27T05:55:38+00:00,159,108,267,medium,26,False,,pending,failed,False,False,1,226.8,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11539,feat(core): add support for DecryptedWalletTokenDetailsForNetworkTransactionId PaymentMethod in UCS,swangi-kumari,2026-03-24T12:23:16+00:00,61,10,71,small,6,False,,pending,failed,False,False,0,146.4,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11546,ci(cypress): fix bluesnap connector,venkatakarthikm-maker,2026-03-23T13:28:18+00:00,17,0,17,small,1,False,,pending,failed,False,False,0,119.8,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11557,ci(cypress): add pml test for card installments,likhinbopanna,2026-03-23T14:31:53+00:00,209,73,282,medium,3,False,,pending,failed,False,False,1,91.2,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11558,"feat(connector): [worldpayvantiv]  add NTID support, fix wallets, make flow synchronous",AkshayaFoiger,2026-03-24T17:58:03+00:00,34,9,43,small,1,False,,pending,failed,False,False,0,107.6,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11561,ci(cypress): fix payload and airwallex tests,AdityaKumaar21,2026-03-23T11:31:05+00:00,10,18,28,small,2,False,,pending,failed,False,False,1,75.8,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11562,ci(cypress): Fixed the Redsys Cypress Test,sairaj-vadeghar,2026-03-27T14:06:04+00:00,15,0,15,small,1,False,,pending,failed,False,False,1,171.6,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11574,feat(blocking): add profile-based payment method blocking with CardSubtype variants,ayush22667,2026-03-25T08:03:25+00:00,737,7,744,large,5,False,,pending,failed,False,False,1,49.4,cr_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11576,feat(connector): Add processing account id in payload MITs,awasthi21,2026-03-23T10:32:26+00:00,7,0,7,small,2,False,,pending,failed,False,False,0,2.4,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11579,refactor(euclid): add hybrid routing as a routing stage,prajjwalkumar17,2026-03-25T15:04:43+00:00,502,216,718,large,3,False,,pending,failed,False,False,1,50.7,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11587,FIX(wasm): [NOON] wasm changes for noon metadata,swangi-kumari,2026-03-24T18:44:16+00:00,10,0,10,small,2,False,,pending,failed,False,False,1,11.5,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11591,fix(connector): [Cybersource] EU MIT request fix,ImSagnik007,2026-03-25T15:04:43+00:00,7,2,9,small,1,False,,pending,failed,False,False,1,30.2,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11592,fix(payment_methods): block deprecated routes for modular merchants,ShankarSinghC,2026-03-26T13:03:37+00:00,177,79,256,medium,6,False,,pending,failed,False,False,1,51.8,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11594,feat(blocklist): return total_count in list blocklist response,ayush22667,2026-03-25T15:04:43+00:00,92,10,102,medium,6,False,,pending,failed,False,False,1,29.6,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11596,fix(users): Prevent TOTP secret from being cleared on status update,Grovy-3170,2026-03-24T14:17:52+00:00,14,13,27,small,3,False,,pending,failed,False,False,0,3.6,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11600,fix(connector): [Adyen] Add Subscription to AdyenRecurringProcessingModel enum,Vani-1107,2026-03-24T13:23:06+00:00,1,0,1,small,1,False,,pending,failed,False,False,0,1.7,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11607,refactor(router): handle dispute webhook validation failure with 4xx response,AkshayaFoiger,2026-03-27T15:57:24+00:00,1,1,2,small,1,False,,pending,failed,False,False,0,70.4,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11613,feat(connector): add required_fields for fiservcommercehub,swangi-kumari,2026-03-25T13:10:29+00:00,4,0,4,small,1,False,,pending,failed,False,False,0,2.6,rubber_stamp,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11615,fix(connector): [ADYEN] Remove recurringProcessingModel in CIT transactions - REVERT,deepanshu-iiitu,2026-03-25T13:37:07+00:00,24,69,93,small,2,False,,pending,failed,False,False,0,2.2,rubber_stamp,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11617,ci(cypress): skip SingleUse and MultiUse mandate tests for unsupported connectors,likhinbopanna,2026-03-26T12:06:11+00:00,397,344,741,large,7,False,,pending,failed,False,False,1,23.5,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11621,refactor(blocking): consolidate profile-based blocklist check into should_payment_be_blocked,ayush22667,2026-03-27T04:48:00+00:00,20,12,32,small,2,False,,pending,failed,False,False,0,39.6,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11633,refactor(connector): [Noon] rename a metadata field,swangi-kumari,2026-03-27T10:33:37+00:00,31,23,54,small,14,False,,pending,failed,False,False,0,2.7,rubber_stamp,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11629,feat(connector): [Nmi] googlepay decryptedflow with mandates,Nithin1506200,2026-03-27T13:30:56+00:00,176,130,306,medium,6,False,,pending,failed,False,False,0,25.8,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11636,refactor(connector): [Noon] rename a metadata field,swangi-kumari,2026-03-27T11:35:11+00:00,31,23,54,small,14,False,,pending,failed,False,False,0,0.9,approve_only,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,9579,fix(connectors): [TSYS] change order of order_number in tsys auth request body,mattiapitossi,2025-10-08T15:39:41+00:00,2,2,4,small,1,False,,human_save,failed,True,False,1,270.2,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11588,fix(payment_methods): resolve PSP tokenization issue in modular payment methods,ShankarSinghC,2026-03-26T20:20:34+00:00,360,89,449,medium,35,False,,pending,failed,False,False,1,61.0,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,8729,fix(payment-methods): fetch payment method details in payouts flow,kashif-m,2025-07-24T15:48:58+00:00,24,2,26,small,3,False,,human_save,failed,True,False,1,29.8,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,3176,fix(frm): update FRM manual review flow,kashif-m,2024-01-19T06:58:28+00:00,261,394,655,large,7,False,,ungated,no_checks,False,False,1,717.7,comment_approve,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
juspay/hyperswitch,?,11622,fix(connector): [ADYEN] Remove recurringProcessingModel in CIT transactions - REVERT,deepanshu-iiitu,2026-03-25T14:28:54+00:00,24,69,93,small,2,False,,pending,failed,False,False,0,0.5,rubber_stamp,comment-driven,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
