repo,tier,pr_number,title,author,merged_at,additions,deletions,lines_changed,size_bucket,files_count,specd,spec_source,classification,ci_status,review_modified,escaped,review_cycles,time_to_merge_hours,approval_mechanism,workflow_type,reworked,rework_type,q_overall,q_outcome_clarity,q_error_states,q_scope_boundaries,q_acceptance_criteria,q_data_contracts,q_dependency_context,q_behavioral_specificity,q_change_type,q_spec_length_signal,strict_escaped,f_is_bot_author,f_ai_tagged,f_typos,f_casual,f_questions,f_fp_experience,f_fp_action,f_human_mentions,f_history,f_people_context,f_external_context,f_incidents,f_has_org_context,f_negations,f_causal_chains,f_specific_edges,f_generic_edges,f_edge_ratio,f_tradeoffs,f_domain_grounding,f_templates,f_slop,f_empty_sections,f_issue_refs,f_any_issue_refs,f_body_len,f_word_count,f_sent_len_mean,f_sent_len_std,f_type_token_ratio,f_avg_word_len,f_human_signals,f_org_context_signals,f_reasoning_signals,f_anti_signals,f_perplexity,formality_lived_experience,formality_organizational_memory,formality_uncertainty,formality_negative_scope,formality_causal_reasoning,formality_genuine_edge_cases,formality_template_filler,formality_overall,formality_classification,fev_lived_experience,fev_organizational_memory,fev_uncertainty,fev_causal_reasoning,ai_probability,s_length,s_structure,s_specificity,s_error_awareness,s_scope,s_acceptance,s_questions,s_references,s_overall,ce_questions,ce_questions_rate,ce_error_thinking,ce_error_thinking_rate,ce_uncertainty,ce_uncertainty_rate,ce_scope_awareness,ce_scope_awareness_rate,ce_tradeoff_reasoning,ce_tradeoff_reasoning_rate,ce_composite,ce_body_words,szz_bug_introducing,szz_fix_count
promptfoo/promptfoo,AI,8281,fix(deps): update dependency @anthropic-ai/sdk to ^0.80.0,renovate,2026-03-24T16:53:37+00:00,5,6,0,,2,False,,,,False,False,0,0.0,label_based,mixed,False,,20.0,45.0,0.0,30.0,15.0,0.0,35.0,10.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2255.0,150.0,21.3,24.4,0.441,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,5.0,ai_generated,,,,,0.8018,150,9,34,2,1,1,2,13,212,1,0.6667,1,0.6667,0,0.0,0,0.0,0,0.0,2,150,False,0
promptfoo/promptfoo,AI,8280,ci: remove Claude review workflows,jbeckwith-oai,2026-03-24T04:18:54+00:00,10,300,310,medium,4,False,,pending,clean_pass,False,False,0,8.8,approve_only,mixed,False,,58.0,75.0,0.0,85.0,60.0,0.0,40.0,70.0,config,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,37.0,37.0,0.0,0.571,5.0,0.0,2.0,0.0,0.0,0.0,20.0,15.0,5.0,65.0,25.0,0.0,75.0,30.0,ai_generated,None found. No narration of what prompted this removal or problem encountered.,None found. No context about decision-making process or team discussion.,None found. No acknowledgment of unknowns like 'Should we keep X for backwards compatibility?' or 'Any other places Claude is referenced?',Very minimal. Only lists WHAT to remove but not WHY. No explanation of motivation (cost? vendor change? internal decision? deprecation?).,0.6271,37,7,1,0,0,0,0,1,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,37,False,0
promptfoo/promptfoo,AI,8275,chore(deps): update dependency @rollup/rollup-linux-x64-gnu to v4.59.1,renovate,2026-03-23T14:47:52+00:00,24,3,0,,1,False,,,,False,False,0,0.0,no_review,mixed,False,,64.0,85.0,0.0,90.0,70.0,0.0,95.0,75.0,dependency,short,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5871.0,316.0,45.0,81.9,0.218,5.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,95.0,5.0,ai_generated,,,,Only generic reference to bug fix in upstream: 'Fix a crash when using lazy dynamic imports with moduleSideEffects:false' — no context on whether this org uses that pattern or why this update matters ,0.9743,316,27,173,3,1,1,2,58,581,1,0.3165,2,0.6329,0,0.0,0,0.0,0,0.0,2,316,True,1
promptfoo/promptfoo,AI,8269,fix(deps): update dependency openai to ^6.32.0,renovate,2026-03-23T16:34:27+00:00,6,6,0,,6,False,,,,False,False,0,0.0,no_review,mixed,False,,44.0,75.0,0.0,85.0,20.0,0.0,50.0,40.0,dependency,short,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2828.0,179.0,25.4,34.3,0.353,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,92.0,5.0,ai_generated,None found. No narrative of actual problem or testing.,None found. Generic Renovate output.,None found. No questions or caveats about compatibility.,"Minimal. States what changed ('5.4 nano and mini model slugs', 'add in/nin filter types') but no explanation of why this matters to this codebase or whether it's relevant.",0.8667,179,12,65,2,1,1,2,20,282,1,0.5587,1,0.5587,0,0.0,0,0.0,0,0.0,2,179,False,0
promptfoo/promptfoo,AI,8268,fix(deps): update openai packages,renovate,2026-03-23T17:32:22+00:00,37,38,0,,2,False,,,,False,False,0,0.0,label_based,mixed,False,,31.0,45.0,0.0,70.0,15.0,0.0,60.0,25.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2261.0,143.0,17.8,20.6,0.352,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,5.0,ai_generated,,,,,0.8262,143,2,40,2,0,1,6,19,213,3,2.0979,1,0.6993,0,0.0,0,0.0,0,0.0,2,143,False,0
promptfoo/promptfoo,AI,8267,chore(deps): update dependency knip to v5.88.1,renovate,2026-03-23T06:42:41+00:00,3,3,0,,1,False,,,,False,False,0,0.0,no_review,mixed,False,,35.0,85.0,0.0,90.0,0.0,0.0,70.0,0.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2736.0,182.0,20.1,18.0,0.419,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,"None found. Release notes cite specific bug fixes (#1603, counter type, exit code) but the PR author provides zero reasoning about whether these fixes matter to the project or justify the upgrade.",0.7462,182,10,47,2,1,1,2,20,265,1,0.5525,1,0.5525,0,0.0,0,0.0,0,0.0,2,181,False,0
promptfoo/promptfoo,AI,8264,chore(deps): update dependency @types/jsdom to v28.0.1,renovate,2026-03-23T05:11:23+00:00,6,6,0,,1,False,,,,False,False,0,0.0,no_review,mixed,False,,38.0,85.0,0.0,90.0,5.0,0.0,50.0,10.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,120.0,17.0,14.4,0.533,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,,0.6152,120,2,22,2,1,1,2,9,159,1,0.8333,1,0.8333,0,0.0,0,0.0,0,0.0,2,120,False,0
promptfoo/promptfoo,AI,8263,chore(deps): pin dependencies,renovate,2026-03-23T06:10:27+00:00,38,50,0,,3,False,,,,False,False,0,0.0,no_review,mixed,False,,38.0,85.0,0.0,90.0,10.0,0.0,75.0,5.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,145.0,27956.0,1770.0,12.7,9.5,0.21,5.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,,0.8059,1770,67,585,16,3,1,22,226,2690,2,0.1273,6,0.3819,0,0.0,1,0.0637,0,0.0,3,1571,False,0
promptfoo/promptfoo,AI,8256,feat: support opt-out from api key checks in claude-agent-sdk,esimons,2026-03-23T23:21:50+00:00,36,1,37,small,3,False,,pending,no_checks,False,False,0,51.9,approve_only,mixed,False,,49.0,72.0,25.0,65.0,35.0,15.0,80.0,50.0,feature,short,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,413.0,45.0,22.5,0.5,0.793,5.0,0.0,0.0,0.0,1.0,0.0,35.0,55.0,20.0,40.0,60.0,30.0,45.0,48.0,mixed,None found. Written as problem statement ('Allows users...') not as personal encounter.,Reference to existing opt-out implementation in promptfoo repo at specific commit hash suggests internal knowledge of codebase patterns.,"None. No questions raised about scope, implementation strategy, or interaction with monthly pricing plans.","Explains the USE CASE (Claude Code on monthly pricing plans, local binary with active session) but not WHY the opt-out mechanism itself matters or what problem it solves fundamentally.",0.1542,45,0,1,0,0,0,0,1,47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,False,0
promptfoo/promptfoo,AI,8253,chore: remove unused nodemon config,typpo,2026-03-21T14:25:39+00:00,0,5,5,small,1,False,,pending,clean_pass,False,False,0,7.8,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,False,0
promptfoo/promptfoo,AI,8250,chore(deps): update dependency @ibm-cloud/watsonx-ai to ^1.7.10,renovate,2026-03-23T17:44:12+00:00,153,8,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,21.0,45.0,0.0,35.0,10.0,0.0,50.0,15.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1765.0,132.0,18.7,18.3,0.46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,,0.6672,132,4,24,2,1,1,2,11,177,1,0.7576,1,0.7576,0,0.0,0,0.0,0,0.0,2,132,False,0
promptfoo/promptfoo,AI,8249,fix(deps): update anthropic packages,renovate,2026-03-23T17:43:47+00:00,12,12,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,64.0,85.0,0.0,90.0,75.0,0.0,85.0,70.0,dependency,short,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6124.0,313.0,39.0,76.2,0.313,5.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,,0.976,313,27,95,2,1,1,4,38,481,2,0.6452,1,0.3226,0,0.0,0,0.0,0,0.0,2,310,True,1
promptfoo/promptfoo,AI,8248,fix(deps): update example dependencies,renovate,2026-03-21T20:34:00+00:00,15,15,0,,14,False,,,,False,False,0,0.0,no_review,mixed,True,alignment,39.0,75.0,0.0,85.0,15.0,0.0,90.0,20.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,1.0,0.0,0.0,213.0,49159.0,2229.0,92.8,157.6,0.098,5.5,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,8.0,ai_generated,,,,,0.9994,2229,374,1442,10,1,1,12,455,4524,6,0.2733,5,0.2278,0,0.0,1,0.0456,1,0.0456,4,2195,True,1
promptfoo/promptfoo,AI,8247,chore(deps): update azure packages,renovate,2026-03-23T17:45:43+00:00,18,42,0,,1,False,,,,False,False,0,0.0,no_review,mixed,False,,38.0,85.0,0.0,90.0,5.0,0.0,75.0,10.0,dependency,minimal,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2305.0,146.0,18.1,21.6,0.375,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,,0.8049,146,4,40,2,0,1,4,16,213,2,1.3699,1,0.6849,0,0.0,0,0.0,0,0.0,2,146,False,0
promptfoo/promptfoo,AI,8245,fix(providers): tighten Codex skill tracing signals,ychhabria,2026-03-20T20:34:05+00:00,142,11,153,medium,4,True,IP-2026,pending,clean_pass,False,False,0,0.6,approve_only,mixed,False,,82.0,85.0,75.0,88.0,80.0,82.0,70.0,82.0,bugfix,detailed,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5452.0,770.0,36.6,39.6,0.421,5.4,0.0,1.0,1.0,0.0,0.0,92.0,65.0,40.0,78.0,88.0,80.0,8.0,80.0,human,"In practice this caused extra failed turns like `sed: command not found` or `cat: command not found` before Codex finally found an absolute binary path. For automated skill improvement loops, that mea","References specific internal systems (promptfoo.skill.*, skill-used assertions, feature/codex-skill-evals branch) and decisions about skill eval automation that are team-specific","Minimal—author presents decisions as finalized. Some implicit assumptions about how downstream automation will use the signals, though not framed as questions.","The parent PR adds native skill-used support, but there were still two gaps... When cli_env was set without inherit_process_env, Codex could lose basic shell tools from PATH. If a command references S",0.6458,770,65,32,6,3,0,0,0,876,0,0.0,2,0.2911,1,0.1456,1,0.1456,1,0.1456,4,687,False,0
promptfoo/promptfoo,AI,8244,chore(deps): default renovate to auto range strategy,jbeckwith-oai,2026-03-20T21:49:01+00:00,2,1,0,,1,False,,,,False,False,0,0.0,approve_only,mixed,False,,66.0,82.0,25.0,85.0,60.0,75.0,70.0,78.0,config,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,44.0,44.0,0.0,0.829,5.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,60.0,20.0,10.0,75.0,28.0,ai_generated,None found. No narration of what happened to the author.,"None found. No references to team discussions, prior decisions, or org context.","Minimal. 'preserve package-specific rules that explicitly use rangeStrategy: ""bump""' is somewhat cautious but reads as a directive, not a genuine question.","Minimal. 'Why change from bump to auto?' is not explained. No discussion of benefits, risks, or system context. Reads like 'do this thing.'",0.2701,44,6,1,0,0,0,0,0,51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,False,0
promptfoo/promptfoo,AI,8243,chore(deps): update tailwindcss monorepo to ^4.2.2,renovate,2026-03-20T18:14:08+00:00,81,330,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,50.0,85.0,0.0,90.0,5.0,0.0,75.0,70.0,dependency,short,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3427.0,240.0,23.9,22.8,0.413,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,ai_generated,,,,,0.7976,240,12,64,5,2,1,4,23,351,2,0.8811,3,1.3216,0,0.0,0,0.0,1,0.4405,3,227,False,0
